title,artist,listType,Gross,Tickets_Sold,rank_each_year,releaseYear,x,y,rank,listHighestRank
The Iceman,Alchemy,Drama,1930282.0,237427.0,199.0,2013.0,537.015194795323,259.0940002929451,3,14.473176664197096
Percy Jackson: Sea of Monsters,20th Century Fox,Adventure,68518210.0,8427824.0,50.0,2013.0,523.0317735609831,244.7949118400748,17,18.042610107319476
12 Years a Slave,Fox Searchlight,Drama,38472086.0,4732113.0,81.0,2013.0,540.7200323001566,220.56423907236046,13,17.46544349732911
Amour,Sony Pictures Cla...,Drama,6427707.0,790615.0,155.0,2013.0,558.6756174613529,219.30052964411772,5,15.67612842297116
Snitch,Lionsgate,Thriller/Suspense,42930462.0,5280499.0,77.0,2013.0,561.9543221277635,201.60165691983218,13,17.575092201847937
Black Nativity,20th Century Fox,Musical,7012316.0,862523.0,151.0,2013.0,579.9427462540962,200.95621331178512,5,15.763178589609664
Ender's Game,Lionsgate,Adventure,61656849.0,7583868.0,57.0,2013.0,590.4120873294682,183.91529498419703,15,17.93709487629456
The Heat,20th Century Fox,Comedy,159581587.0,19628731.0,15.0,2013.0,625.2769732269575,186.9877095647939,20,18.888065866650205
Grown Ups 2,Sony Pictures,Comedy,133668525.0,16441392.0,20.0,2013.0,658.991986210677,208.51206552513844,20,18.710873599249233
Oldboy,FilmDistrict,Action,2193658.0,269822.0,194.0,2013.0,668.0401147781569,229.65754658909995,3,14.601081027994981
Rush,Universal,Drama,26947624.0,3314590.0,97.0,2013.0,679.1426252166254,234.21103557708452,9,17.109405688167364
Jack Reacher,Paramount Pictures,Thriller/Suspense,15373522.0,1890962.0,129.0,2013.0,679.1598118918653,250.21102634640042,7,16.54815723695476
Battle of the Year 3D,Sony Pictures,Drama,8888355.0,1093278.0,142.0,2013.0,672.1325757472187,259.9382023069437,5,16.000252550998113
The Sapphires,Weinstein Co.,Musical,2450867.0,301459.0,185.0,2013.0,664.8038658903249,263.14600713789423,3,14.711952397472038
Metallica Through the Never,Picturehouse,Concert/Perfor...,3419967.0,420660.0,173.0,2013.0,668.9593387888683,267.4740603942061,3,15.045141459869427
Despicable Me 2,Universal,Adventure,367956735.0,45259130.0,3.0,2013.0,697.5829823600478,276.37563583900106,25,19.72347592128677
Enough Said,Fox Searchlight,Comedy,17497669.0,2152234.0,122.0,2013.0,677.2855253455813,301.1145371635523,7,16.677578230021833
Star Trek Into Darkness,Paramount Pictures,Adventure,228778661.0,28140056.0,11.0,2013.0,669.1390690531186,326.8562397077702,20,19.24826554826034
The Twilight Saga: Breaking...,Lionsgate,Drama,3191381.0,392543.0,178.0,2013.0,649.5748908491153,314.76314534768204,3,14.97596429644071
Olympus Has Fallen,FilmDistrict,Thriller/Suspense,98927592.0,12168215.0,33.0,2013.0,632.1678618163672,325.39684412836755,17,18.409898746560433
Gangster Squad,Warner Bros.,Action,46000903.0,5658167.0,71.0,2013.0,605.8479950722012,311.00015650345387,13,17.644171584695478
Philomena,Weinstein Co.,Drama,19586311.0,2409140.0,114.0,2013.0,586.4152651691069,306.27056788356515,7,16.790341461825673
The Impossible,Lionsgate,Drama,15607469.0,1919737.0,128.0,2013.0,572.4290194851449,306.8909964998093,7,16.563260139691494
The Bling Ring,A24,Drama,5845732.0,719032.0,160.0,2013.0,563.0520846228821,314.3791933848333,5,15.581222380290825
The Guilt Trip,Paramount Pictures,Comedy,6022333.0,740754.0,158.0,2013.0,553.6445512955578,317.7701101775725,5,15.61098528373842
Texas Chainsaw 3D,Lionsgate,Horror,12597475.0,1549504.0,134.0,2013.0,543.7078794948687,316.6464761066268,5,16.349006955014183
You're Next,Lionsgate,Horror,18494006.0,2274785.0,118.0,2013.0,532.8535299070672,311.5295341462568,7,16.732957237549215
Turbo,20th Century Fox,Adventure,83028130.0,10212562.0,43.0,2013.0,517.1804752766844,293.3538537311242,17,18.234690024004582
Argo,Warner Bros.,Thriller/Suspense,25918584.0,3188017.0,100.0,2013.0,511.3407228488029,268.01816168253293,9,17.070470798326465
No,Sony Pictures Cla...,Drama,2341226.0,287973.0,190.0,2013.0,507.04550742856145,256.81320186583923,3,14.666185281753565
Safe Haven,Relativity,Drama,71399120.0,8782179.0,47.0,2013.0,489.1688728945443,247.8451509216716,17,18.08379610230389
Pulling Strings,Lionsgate,Romantic Comedy,5842961.0,718691.0,161.0,2013.0,504.847550559343,232.412099807801,5,15.580748246860868
Zero Dark Thirty,Sony Pictures,Thriller/Suspense,91314578.0,11231805.0,37.0,2013.0,512.0797542094065,211.6348230284921,17,18.329821004232
Prisoners,Warner Bros.,Thriller/Suspense,61002302.0,7503358.0,58.0,2013.0,536.2024867076287,190.60879685093758,15,17.926422159130453
Closed Circuit,Focus Features,Thriller/Suspense,5750995.0,707379.0,162.0,2013.0,555.3567645662333,184.85435163742042,5,15.564883441281498
Cloudy with a Chance of Mea...,Sony Pictures,Adventure,117614237.0,14466695.0,24.0,2013.0,563.7078750186826,161.2904183025335,20,18.582920649026445
Parker,FilmDistrict,Thriller/Suspense,17616641.0,2166868.0,121.0,2013.0,590.700599245232,161.91718686385036,7,16.684354524657707
Dhoom 3,Yash Raj Films,Action,7846872.0,965174.0,146.0,2013.0,601.4552412857986,167.24050111150444,5,15.875625539010212
Top Gun,Paramount Pictures,Action,5418430.0,666473.0,165.0,2013.0,611.4001892353388,166.19264125401514,5,15.505316663557302
The Spectacular Now,A24,Drama,6852971.0,842923.0,153.0,2013.0,620.6603009991047,162.4176803108314,5,15.740192838835673
The Mortal Instruments: Cit...,Sony Pictures,Adventure,31165421.0,3833385.0,93.0,2013.0,634.3400334723996,159.44027884997973,9,17.25481973687763
RED 2,Lionsgate,Action,53262560.0,6551360.0,66.0,2013.0,655.8854546323608,170.01358613956006,15,17.790744203285797
Riddick,Universal,Action,42025135.0,5169143.0,78.0,2013.0,680.4539537170664,183.44447787186223,13,17.55377844962738
In a World...,Roadside Attractions,Comedy,2963271.0,364485.0,180.0,2013.0,680.1277027793242,199.44115128622005,3,14.901804283730101
Frances Ha,IFC Films,Comedy,4066826.0,500224.0,171.0,2013.0,681.7546387369271,205.216363783597,3,15.218373400595715
The To Do List,CBS Films,Comedy,3491669.0,429479.0,172.0,2013.0,681.8325094942559,211.21585844107884,3,15.0658904033619
Thor: The Dark World,Walt Disney,Action,203449204.0,25024502.0,12.0,2013.0,703.6035810694051,218.63343503116076,20,19.130926919895103
The Big Wedding,Lionsgate,Romantic Comedy,21819348.0,2683806.0,107.0,2013.0,712.9965139812975,246.07014057888802,9,16.898307657079496
2013 Oscar Shorts,Shorts International,Multiple Genres,2142342.0,263510.0,195.0,2013.0,717.8424958046503,257.0481394934323,3,14.577410181110459
Warm Bodies,Lionsgate,Romantic Comedy,66380662.0,8164903.0,52.0,2013.0,735.043697474717,262.35084268196675,15,18.01091633708977
Pacific Rim,Warner Bros.,Action,101802906.0,12521882.0,30.0,2013.0,737.4386652721131,297.2688055270331,20,18.43854920784222
The Internship,20th Century Fox,Comedy,44672764.0,5494804.0,75.0,2013.0,708.3342486202753,312.822998895904,13,17.614874567393468
To the Arctic 3D,Warner Bros.,Documentary,2930286.0,360428.0,181.0,2013.0,694.8311540652351,304.24008345663503,3,14.890610587151116
The Smurfs 2,Sony Pictures,Adventure,71017784.0,8735274.0,48.0,2013.0,702.7614418238284,342.30085201327796,17,18.078440882514233
Delivery Man,Walt Disney,Comedy,29866438.0,3673608.0,94.0,2013.0,679.511123077478,353.9379770101623,9,17.21224593299774
Frozen,Walt Disney,Musical,296691729.0,36493447.0,4.0,2013.0,647.9359834886938,366.54791594533515,25,19.508204208229415
Identity Thief,Universal,Comedy,134506920.0,16544516.0,19.0,2013.0,605.6384881597946,351.18816695969883,20,18.717126205496797
Mandela: Long Walk to Freedom,Weinstein Co.,Drama,7061587.0,868583.0,150.0,2013.0,598.2331848744872,327.3101125319903,5,15.770180371743903
The Wizard of Oz,Warner Bros.,Musical,5509334.0,677654.0,164.0,2013.0,590.7038190340307,320.72918174367715,5,15.521954302680216
That Awkward Moment,FilmDistrict,Romantic Comedy,26068955.0,3190814.0,98.0,2014.0,576.7905429728953,322.2850574606409,9,17.076255700718097
Get on Up,Universal,Drama,30569935.0,3741730.0,90.0,2014.0,558.8398566405739,335.00405349800985,13,17.235527567597174
The Best of Me,Relativity,Drama,26739759.0,3272920.0,97.0,2014.0,537.606481574428,329.246989723795,9,17.101662116882423
The Book of Life,20th Century Fox,Adventure,49322356.0,6037008.0,68.0,2014.0,513.9517711058081,325.19055377018236,15,17.713888004786963
Jack Ryan: Shadow Recruit,Paramount Pictures,Action,50577412.0,6190625.0,66.0,2014.0,489.00594135037267,308.52605324322883,15,17.739015631428085
Legends of Oz: Dorothy's Re...,Clarius Entertain...,Adventure,8462347.0,1035782.0,149.0,2014.0,495.50133798570874,289.6101915776936,5,15.951137116275563
Sin City: A Dame to Kill For,Weinstein Co.,Action,13757804.0,1683941.0,134.0,2014.0,499.398052292382,280.4006520880032,5,16.437116784709893
The Wind Rises,Walt Disney,Drama,5201879.0,636704.0,163.0,2014.0,497.57492925306167,270.5682453437976,5,15.464530464435704
Dallas Buyers Club,Focus Features,Drama,10997442.0,1346076.0,138.0,2014.0,487.60529620732586,269.7895175779045,5,16.21317325826521
Under the Skin,A24,Thriller/Suspense,2614251.0,319981.0,191.0,2014.0,480.6042018569913,265.9185128119924,3,14.776488189979649
The Identical,Freestyle Releasing,Drama,2827666.0,346103.0,185.0,2014.0,475.6289481095995,262.5648804306686,3,14.854962194356085
Kick,UTV Communications,Action,2472695.0,302655.0,193.0,2014.0,471.8722875928527,257.88647239353503,3,14.720819206912095
The Legend of Hercules,Lionsgate,Adventure,18848538.0,2307042.0,115.0,2014.0,465.2999071557739,250.3496418003544,7,16.75194590916869
When the Game Stands Tall,Sony Pictures,Drama,30127963.0,3687633.0,92.0,2014.0,466.897310070867,234.42958200376904,9,17.22096430178485
This is Where I Leave You,Warner Bros.,Comedy,34296320.0,4197835.0,85.0,2014.0,482.23487891258014,218.65748696139406,13,17.350548617750594
If I Stay,Warner Bros.,Drama,50474843.0,6178071.0,67.0,2014.0,487.49134837254144,191.15531379605142,15,17.73698561170762
Tyler Perry's A Madea Chris...,Lionsgate,Comedy,2316077.0,283485.0,197.0,2014.0,505.41816134192186,192.77684910582798,3,14.655385364099901
12 Years a Slave,Fox Searchlight,Drama,18199907.0,2227650.0,118.0,2014.0,514.0425394059552,187.71521863644142,7,16.71692704214386
The Maze Runner,20th Century Fox,Action,102104191.0,12497452.0,28.0,2014.0,517.6146544386099,160.95255818958972,20,18.441504330284612
Tammy,Warner Bros.,Comedy,84525432.0,10345830.0,37.0,2014.0,540.8734254172787,132.17705519551782,17,18.252563017459092
Transformers: Age of Extinc...,Paramount Pictures,Action,245439076.0,30041502.0,5.0,2014.0,580.9901825544661,119.74138887658181,25,19.318559311468544
Moms' Night Out,Sony Pictures,Adventure,10429707.0,1276585.0,144.0,2014.0,585.6839834397297,149.37191761384025,5,16.160168734540182
Belle,Fox Searchlight,Drama,10726630.0,1312929.0,139.0,2014.0,595.5594952571375,150.94489769770604,5,16.18823999258234
Devil's Due,20th Century Fox,Horror,15821461.0,1936531.0,127.0,2014.0,606.8161669982372,155.1027025648357,7,16.576877867493504
The Grand Budapest Hotel,Fox Searchlight,Comedy,58850714.0,7203269.0,54.0,2014.0,621.7888406252582,138.98379923803608,15,17.890514524137316
Winter's Tale,Warner Bros.,Drama,12600231.0,1542255.0,137.0,2014.0,640.2248222109467,146.73715870165915,5,16.349225705086987
Sabotage,Open Road,Action,10508518.0,1286232.0,143.0,2014.0,649.1897771009952,151.1676873179075,5,16.16769672434722
Captain America: The Winter...,Walt Disney,Action,259746958.0,31792773.0,3.0,2014.0,674.050092631947,134.37588242082992,25,19.375218476614204
The Quiet Ones,Lionsgate,Horror,8509867.0,1041599.0,148.0,2014.0,675.0693207884419,164.35856365458565,5,15.956736871755277
Nebraska,Paramount Pictures,Drama,10651616.0,1303747.0,141.0,2014.0,684.9319513131721,166.01038662714083,5,16.181222175698004
Addicted,Lionsgate,Drama,17390770.0,2128613.0,122.0,2014.0,695.9398736591578,170.78800586947796,7,16.671450163671086
No Good Deed,Sony Pictures,Thriller/Suspense,52543632.0,6431289.0,62.0,2014.0,712.8391797952808,184.87393686879759,15,17.77715446811563
Step Up All In,Lionsgate,Drama,14904384.0,1824282.0,129.0,2014.0,725.5140169312585,202.85583063937798,7,16.517165955826982
The Pyramid,20th Century Fox,Horror,2695735.0,329955.0,189.0,2014.0,725.8644943274296,212.849687031921,3,14.807181452414639
The Theory of Everything,Focus Features,Drama,24772350.0,3032111.0,102.0,2014.0,732.2737638015437,222.9946988509476,9,17.025238669795435
Maleficent,Walt Disney,Adventure,241407328.0,29548020.0,6.0,2014.0,760.5982270101451,235.59330131092648,22,19.30199622242214
Draft Day,Lionsgate,Drama,28842237.0,3530261.0,94.0,2014.0,758.6763854450862,266.5336717838024,9,17.177351433253666
Alexander and the Terrible ��,Walt Disney,Adventure,66032663.0,8082333.0,46.0,2014.0,773.271910358307,288.050424617526,17,18.005660071510476
Cesar Chavez,Lionsgate,Drama,5571497.0,681945.0,159.0,2014.0,760.7991812076348,306.17309074406415,5,15.533174337014465
Obvious Child,A24,Romantic Comedy,3122616.0,382205.0,181.0,2014.0,755.1975432628307,311.8846275193402,3,14.954181670011613
Let's Be Cops,20th Century Fox,Comedy,82390774.0,10084550.0,40.0,2014.0,751.4214572559815,331.5249221828344,17,18.22698402259162
Dear White People,Lionsgate/Roadsid...,Comedy,4376622.0,535694.0,168.0,2014.0,731.7776030997002,321.61941897064224,5,15.291787751922843
Whiplash,Sony Pictures Cla...,Drama,5901617.0,722352.0,156.0,2014.0,722.1580175383538,324.3513731481378,5,15.59073693912284
Chef,Open Road,Comedy,31424004.0,3846267.0,87.0,2014.0,730.7030878392942,353.2216769796623,13,17.263082617427564
The Skeleton Twins,Lionsgate/Roadsid...,Drama,5284309.0,646794.0,161.0,2014.0,714.4433331050826,360.94310016345975,5,15.480252421339992
Interstellar,Paramount Pictures,Adventure,182802094.0,22374797.0,15.0,2014.0,696.9969244702472,378.8490440298506,20,19.023914672060947
Big Eyes,Weinstein Co.,Drama,9924025.0,1214690.0,145.0,2014.0,672.4891787750892,383.7856826576483,5,16.11046914293616
Need for Speed,Walt Disney,Action,43568507.0,5332742.0,75.0,2014.0,665.3643236906241,400.3155477516342,13,17.58984513080924
Dumb and Dumber To,Universal,Comedy,84863720.0,10387236.0,36.0,2014.0,636.0825113556939,406.840535596981,17,18.25655723368549
Anchorman 2: The Legend Con...,Paramount Pictures,Comedy,18639235.0,2281424.0,116.0,2014.0,623.061957781324,386.6795538595515,7,16.74077932560699
47 Ronin,Universal,Action,5674795.0,694589.0,158.0,2014.0,619.2421593399793,375.30374004833345,5,15.55154499733126
Sex Tape,Sony Pictures,Comedy,38543473.0,4717683.0,82.0,2014.0,603.2289968175859,384.100085036162,13,17.467297331057555
300: Rise of an Empire,Warner Bros.,Action,106580051.0,13045293.0,26.0,2014.0,572.1366150796116,373.0427888992179,20,18.48440691334659
Godzilla,Warner Bros.,Action,200676069.0,24562554.0,12.0,2014.0,535.0198977985633,358.1314073978703,20,19.11720256898903
The Judge,Warner Bros.,Drama,47063106.0,5760478.0,71.0,2014.0,502.8253477305568,350.8849637239965,13,17.666999939935508
Pompeii,Sony Pictures,Action,23169033.0,2835866.0,108.0,2014.0,490.8060467237444,332.45845012788624,9,16.95832716053547
Unbroken,Universal,Drama,62266245.0,7621327.0,49.0,2014.0,464.959356419191,329.6391239139642,17,17.946930023119368
God's Not Dead,Pure Flix Enterta...,Drama,60755732.0,7436442.0,51.0,2014.0,460.95438143556004,297.89073536618923,15,17.922371989643345
Vampire Academy,Weinstein Co.,Comedy,7791979.0,953730.0,151.0,2014.0,479.66989576242736,290.83881906770534,5,15.868605429229008
What If,CBS Films,Romantic Comedy,3493000.0,427539.0,176.0,2014.0,487.50964910495657,289.24562494007915,3,15.066271523788968
Horrible Bosses 2,Warner Bros.,Black Comedy,53063469.0,6494916.0,61.0,2014.0,453.4043972109504,268.85631203442415,15,17.7869992833532
The Good Lie,Warner Bros.,Drama,2716989.0,332556.0,188.0,2014.0,455.31845173933755,250.95836815077203,3,14.815034839817294
Veronica Mars,Warner Bros.,Drama,3322127.0,406625.0,178.0,2014.0,456.7667009571368,245.13577644233635,3,15.016115798406569
Calvary,Fox Searchlight,Black Comedy,3600006.0,440637.0,173.0,2014.0,455.88656032383255,239.2006814586308,3,15.096446070091616
Before I Go to Sleep,Clarius Entertain...,Thriller/Suspense,3242457.0,396873.0,179.0,2014.0,454.9531054507395,233.27373772683285,3,14.991841933712406
Bang Bang,FIP,Action,2581138.0,315928.0,192.0,2014.0,457.0057017326783,227.63575506426898,3,14.763740944919606
Mr. Peabody & Sherman,20th Century Fox,Adventure,111506430.0,13648277.0,25.0,2014.0,452.1212928732292,205.1603785358605,20,18.529592815363138
Planes: Fire and Rescue,Walt Disney,Adventure,59157732.0,7240848.0,53.0,2014.0,464.16044262875664,172.29612937109204,15,17.895717858358008
Into the Woods,Walt Disney,Musical,90871655.0,11122601.0,34.0,2014.0,483.44500702390906,146.75977144578837,17,18.324958684337197
Into the Storm,Warner Bros.,Thriller/Suspense,47602194.0,5826461.0,70.0,2014.0,508.6991746278785,127.10711211859754,15,17.6783894105764
Dolphin Tale 2,Warner Bros.,Drama,42024533.0,5143761.0,79.0,2014.0,526.7552939461198,105.70672531916244,13,17.553764124764136
Transcendence,Warner Bros.,Thriller/Suspense,23022309.0,2817908.0,109.0,2014.0,548.6915427367412,107.38034086520545,9,16.9519742603113
About Last Night,Sony Pictures,Romantic Comedy,48637684.0,5953204.0,69.0,2014.0,559.5461242537162,85.97524660960022,15,17.699909179356972
Neighbors,Universal,Comedy,150086800.0,18370477.0,19.0,2014.0,593.2209098714911,76.43539264861613,20,18.826724351364202
Million Dollar Arm,Walt Disney,Drama,36447959.0,4461194.0,84.0,2014.0,614.4393731708647,101.70942705575294,13,17.41139602033816
The Purge: Anarchy,Universal,Thriller/Suspense,71562550.0,8759186.0,44.0,2014.0,644.2855407996667,104.74361193368199,17,18.086082450402547
Son of God,20th Century Fox,Drama,59700064.0,7307229.0,52.0,2014.0,674.5605754114491,94.3791399618267,15,17.904843650389058
Tyler Perry's The Single Mo...,Lionsgate,Comedy,15995891.0,1957881.0,126.0,2014.0,691.9524365253855,107.85219332747289,7,16.587842434722077
Ida,Music Box Films,Drama,3704612.0,453440.0,172.0,2014.0,696.0026396189542,116.99527021115088,3,15.125089087881623
2014 Oscar Shorts,ShortsHD,Multiple Genres,2357890.0,288603.0,196.0,2014.0,699.201604864095,122.07135348079696,3,14.673277709288184
Hot Tub Time Machine 2,Paramount Pictures,Comedy,12314651.0,1460812.0,126.0,2015.0,890.7563179176464,246.9193577580293,7,16.32630024971174
McFarland  USA,Walt Disney,Drama,44480275.0,5276426.0,62.0,2015.0,893.0806422419707,225.0424860338692,15,17.610556390441445
Southpaw,Weinstein Co.,Drama,52421953.0,6218499.0,54.0,2015.0,912.7424231759458,247.7011349455845,15,17.774836011937744
Straight Outta Compton,Universal,Drama,161197785.0,19121920.0,19.0,2015.0,893.6629287534982,277.04347453505477,20,18.89814264724761
The Visit,Universal,Horror,65206105.0,7735007.0,44.0,2015.0,860.4915274815216,293.4342688310463,17,17.993063657482725
Danny Collins,Bleecker Street,Comedy,5637066.0,668691.0,161.0,2015.0,842.9180614567442,280.198964079134,5,15.544874275350677
Everest,Universal,Adventure,43482270.0,5158039.0,65.0,2015.0,822.9243554226978,279.6972479999298,15,17.58786382676618
Focus,Warner Bros.,Comedy,53862963.0,6389438.0,52.0,2015.0,809.1737084544319,253.0341703839808,15,17.801953656831227
Space Station,IMAX Films,Documentary,3201391.0,379761.0,183.0,2015.0,821.5064934524113,239.9230142872206,3,14.979095960820713
Trumbo,Bleecker Street,Drama,7015228.0,832174.0,149.0,2015.0,822.1206234515527,231.94662134653905,5,15.763593772772422
Mr. Turner,Sony Pictures Cla...,Drama,2995728.0,355365.0,190.0,2015.0,827.899764792097,226.41475679957017,3,14.912697831780838
Concussion,Sony Pictures,Drama,17420369.0,2066473.0,114.0,2015.0,831.7408292576108,217.18186863974893,7,16.673150711713077
The Second Best Exotic Mari...,Fox Searchlight,Comedy,33078266.0,3923875.0,78.0,2015.0,847.1483897006875,204.43012047751884,13,17.31438700836619
A Walk in the Woods,Broad Green Pictures,Adventure,29499394.0,3499334.0,85.0,2015.0,873.1304477121091,205.39586448662402,13,17.19988027872617
Annie,Sony Pictures,Musical,28959342.0,3435272.0,87.0,2015.0,897.889242830436,197.45848051652982,13,17.18140340422919
Seventh Son,Universal,Adventure,17725785.0,2102703.0,113.0,2015.0,911.1230871430492,212.45399200195487,7,16.69053091713099
Vacation,Warner Bros.,Comedy,58884188.0,6985075.0,48.0,2015.0,932.7957636639942,222.7639431375561,17,17.89108315757283
Strange Magic,Walt Disney,Adventure,12429583.0,1474446.0,125.0,2015.0,934.7190252598267,246.68675787232334,7,16.33558991505609
Hitman: Agent 47,20th Century Fox,Action,22467450.0,2665178.0,100.0,2015.0,931.7131487516152,262.4018686392693,9,16.927578153075448
Blackhat,Universal,Thriller/Suspense,8005980.0,949701.0,143.0,2015.0,918.4455542678306,266.8707540275792,5,15.89569932040513
Big Eyes,Weinstein Co.,Drama,4558006.0,540688.0,170.0,2015.0,918.6623157554604,276.8684044744332,5,15.332395805153729
Woman in Gold,Weinstein Co.,Drama,33307793.0,3951102.0,77.0,2015.0,921.5867631496016,294.62924925836455,13,17.321301951595345
Dragon Ball Z: Resurrection...,FUNimation,Action,8008363.0,949983.0,142.0,2015.0,904.3055342314108,299.6650339119303,5,15.895996928620164
The Gambler,Paramount Pictures,Drama,6074726.0,720608.0,156.0,2015.0,894.588321367671,302.0263416345219,5,15.619647443293061
Magic Mike XXL,Warner Bros.,Comedy,66013057.0,7830730.0,43.0,2015.0,881.8005815899749,319.92812119349105,17,18.0053631137576
Creed,Warner Bros.,Drama,99385165.0,11789462.0,28.0,2015.0,845.5379123461203,327.27787080220617,20,18.41451341501575
Prem Ratan Dhan Payo,Fox International,Drama,4364639.0,517751.0,171.0,2015.0,843.7322970990991,304.3488552633802,3,15.289046040513853
No Escape,Weinstein Co.,Thriller/Suspense,27288872.0,3237114.0,91.0,2015.0,830.541326397524,302.4564604900107,9,17.12198955800834
Sinister 2,Focus Features,Horror,27740955.0,3290741.0,89.0,2015.0,808.5789914672426,303.7432566705082,13,17.138420399078846
The Hunger Games: Mockingja...,Lionsgate,Thriller/Suspense,274185395.0,32524957.0,8.0,2015.0,783.3263236731368,279.5089262840392,22,19.429315059633062
Tomorrowland,Walt Disney,Adventure,93436322.0,11083786.0,30.0,2015.0,777.6153998561148,237.89900740456807,20,18.352790714111947
The Night Before,Sony Pictures,Comedy,42884826.0,5087168.0,66.0,2015.0,806.9893520428027,218.86821832649315,15,17.574028615035715
The 33,Warner Bros.,Drama,12049242.0,1429328.0,130.0,2015.0,824.316798130223,205.31242207221356,7,16.304512311358046
Still Alice,Sony Pictures Cla...,Drama,18656400.0,2213096.0,107.0,2015.0,830.181287927602,190.42592619788383,9,16.741699808725834
Sicario,Lionsgate,Thriller/Suspense,46823967.0,5554444.0,60.0,2015.0,849.765285363653,176.55267695970048,15,17.66190574518616
Foxcatcher,Sony Pictures Cla...,Drama,4153511.0,492705.0,173.0,2015.0,857.9202652537247,192.59936830067562,3,15.239464558626603
Jupiter Ascending,Warner Bros.,Action,47482519.0,5632564.0,58.0,2015.0,879.7621388487605,176.1181876123187,15,17.675872180215872
The Hunger Games: Mockingja...,Lionsgate,Thriller/Suspense,13401383.0,1589725.0,122.0,2015.0,901.695900559334,177.82408831979956,7,16.410868468550685
Project Almanac,Paramount Pictures,Adventure,22348241.0,2651036.0,101.0,2015.0,916.0071029308324,184.97877116965523,9,16.9222581734658
Home,20th Century Fox,Adventure,177397510.0,21043595.0,15.0,2015.0,944.8705542105567,187.78967497857042,20,18.993903591664584
Scouts Guide to the Zombie ...,Paramount Pictures,Comedy,3703046.0,439269.0,176.0,2015.0,948.5848665846369,210.48777806203876,3,15.124666282178842
Amy,A24,Documentary,8409616.0,997581.0,140.0,2015.0,953.8804600495863,216.4841677970364,5,15.944886370978027
Love & Mercy,Roadside Attractions,Drama,12551031.0,1488853.0,124.0,2015.0,956.1564909954325,228.26634429942976,7,16.34531337156225
Birdman or (The Unexpected ...,Fox Searchlight,Black Comedy,18067553.0,2143245.0,110.0,2015.0,950.3269815473196,243.16657314312081,9,16.709628235579
Our Brand is Crisis,Warner Bros.,Drama,7002261.0,830635.0,150.0,2015.0,943.9727251201568,255.64148497679162,5,15.761743654866317
Mad Max: Fury Road,Warner Bros.,Action,153214368.0,18174895.0,21.0,2015.0,956.6653989940434,277.17973072548614,20,18.847348596773926
