Movie,Distributor,Genre,Gross,Tickets Sold,rank,releaseYear,radius,x,y
,,,,,,,50,-238.48200378424232,261.6647106932794
Hyde Park on Hudson,Focus Features,Drama,3166260.0,389453.0,179.0,2013.0,3,-196.48200378424232,261.6647106932794
Anchorman 2: The Legend Con...,Paramount Pictures,Comedy,108773941.0,13379328.0,27.0,2013.0,20,-225.29152759376615,227.09577466874316
Frozen,Walt Disney,Musical,296691729.0,36493447.0,4.0,2013.0,25,-225.29152759376615,296.2336467178157
Before Midnight,Sony Pictures Cla...,Drama,8110621.0,997616.0,144.0,2013.0,5,-269.8062933247481,289.64307527705313
To the Arctic 3D,Warner Bros.,Documentary,2930286.0,360428.0,181.0,2013.0,3,-274.3736589693403,239.85212056569415
The Smurfs 2,Sony Pictures,Adventure,71017784.0,8735274.0,48.0,2013.0,17,-254.31463866440214,199.57016797640077
The Counselor,20th Century Fox,Thriller/Suspense,16960224.0,2086128.0,124.0,2013.0,7,-214.38843542793057,186.53566395361696
Pacific Rim,Warner Bros.,Action,101802906.0,12521882.0,30.0,2013.0,20,-186.3624099793053,217.8173182825205
A Good Day to Die Hard,20th Century Fox,Action,67349198.0,8284034.0,51.0,2013.0,15,-155.4458071164332,243.1976978584734
42,Warner Bros.,Drama,95020213.0,11687603.0,35.0,2013.0,17,-156.9528658182498,283.16929745205084
Oldboy,FilmDistrict,Action,2193658.0,269822.0,194.0,2013.0,3,-185.7623896277736,317.7382334765871
Metallica Through the Never,Picturehouse,Concert/Perfor...,3419967.0,420660.0,173.0,2013.0,3,-230.03044908714628,340.98342462876826
Grown Ups 2,Sony Pictures,Comedy,133668525.0,16441392.0,20.0,2013.0,20,-274.5452148181282,334.3928531880057
Jobs,Open Road,Drama,16131410.0,1984183.0,126.0,2013.0,7,-310.63926957924906,312.9168384063659
Baggage Claim,Fox Searchlight,Romantic Comedy,21569509.0,2653076.0,109.0,2013.0,9,-311.99983370211487,268.9378790591102
White House Down,Sony Pictures,Thriller/Suspense,73103784.0,8991855.0,45.0,2013.0,17,-317.5909911307509,227.31169789138585
Despicable Me 2,Universal,Adventure,367956735.0,45259130.0,3.0,2013.0,25,-294.04956815639105,194.97284503074337
Blue Jasmine,Sony Pictures Cla...,Comedy,32744634.0,4027630.0,87.0,2013.0,13,-270.2007049500562,162.86004814592616
Elysium,Sony Pictures,Action,93050117.0,11445278.0,36.0,2013.0,17,-232.76480292368737,148.76915607082626
Oz the Great and Powerful,Walt Disney,Adventure,234770996.0,28877121.0,9.0,2013.0,22,-192.80258033268137,150.50719104944153
Last Vegas,CBS Films,Comedy,63112318.0,7762892.0,56.0,2013.0,15,-168.30287135908682,182.1262400580561
Hansel & Gretel: Witch Hunters,Paramount Pictures,Action,55703475.0,6851595.0,63.0,2013.0,15,-137.3862684962147,207.50661963400898
A Haunted House,Open Road,Comedy,40041683.0,4925176.0,79.0,2013.0,13,-115.50665737548019,240.9921779719766
In a World...,Roadside Attractions,Comedy,2963271.0,364485.0,180.0,2013.0,3,-112.03325687101587,285.85792759165406
Man of Steel,Warner Bros.,Action,291045518.0,35798956.0,5.0,2013.0,25,-140.84278068053968,320.4268636161903
Carrie,Sony Pictures,Horror,35266619.0,4337837.0,84.0,2013.0,13,-160.72968092392347,355.13293223119916
Mandela: Long Walk to Freedom,Weinstein Co.,Drama,7061587.0,868583.0,150.0,2013.0,5,-198.41785876533655,379.7215729214451
Don Jon,Relativity,Romantic Comedy,24475193.0,3010478.0,105.0,2013.0,9,-245.0593306366308,385.5158029547859
The Purge,Universal,Horror,64473115.0,7930272.0,54.0,2013.0,15,-285.13997438774123,372.9642294878228
Gangster Squad,Warner Bros.,Action,46000903.0,5658167.0,71.0,2013.0,13,-320.2514211842372,353.802123553014
Spring Breakers,A24,Thriller/Suspense,14124286.0,1737304.0,132.0,2013.0,5,-355.7419966857982,326.13591581563156
No,Sony Pictures Cla...,Drama,2341226.0,287973.0,190.0,2013.0,3,-358.4340767106303,276.2084413637839
La Vie d'Ad猫le,Mongrel Media,Drama,2426783.0,298497.0,187.0,2013.0,3,-362.5813602486828,226.3807378319634
Homefront,Open Road,Action,20158492.0,2479519.0,112.0,2013.0,7,-335.4653062442652,187.99168190153563
Silver Linings Playbook,Weinstein Co.,Drama,97416189.0,11982311.0,34.0,2013.0,17,-309.42808737229586,155.03620840450995
Amour,Sony Pictures Cla...,Drama,6427707.0,790615.0,155.0,2013.0,5,-281.9296695890912,119.41546979032154
Inside Llewyn Davis,CBS Films,Drama,7757978.0,954240.0,147.0,2013.0,5,-234.43064733084557,103.80000039261566
The Spectacular Now,A24,Drama,6852971.0,842923.0,153.0,2013.0,5,-184.4922487345075,106.28119881943732
We're the Millers,Warner Bros.,Comedy,150394119.0,18498661.0,16.0,2013.0,20,-154.30355071043562,139.65248155791468
Machete Kills,Open Road,Action,8008161.0,985013.0,145.0,2013.0,5,-118.35951243258052,166.7269365345174
The Last Stand,Lionsgate,Action,12050299.0,1482201.0,135.0,2013.0,5,-87.3123213050057,205.91968998573387
The Conjuring,Warner Bros.,Horror,137400141.0,16900386.0,18.0,2013.0,20,-76.44090109882919,249.58675105813415
The Guilt Trip,Paramount Pictures,Comedy,6022333.0,740754.0,158.0,2013.0,5,-62.45770539761202,292.3590579632037
Fast and Furious 6,Universal,Action,238679850.0,29357915.0,8.0,2013.0,22,-92.1104816297318,326.20743845219954
Lee Daniels' The Butler,Weinstein Co.,Drama,116293662.0,14304263.0,25.0,2013.0,20,-120.19773357167495,354.6873660916759
Closed Circuit,Focus Features,Thriller/Suspense,5750995.0,707379.0,162.0,2013.0,5,-140.02206296405816,395.08533589391095
Hubble 3D,Warner Bros.,Documentary,5361957.0,659527.0,166.0,2013.0,5,-179.3607598369658,425.94739882465956
21 and Over,Relativity,Comedy,25682380.0,3158964.0,101.0,2013.0,9,-226.3568755538987,425.34315754780886
Hotel Transylvania,Sony Pictures,Adventure,2140687.0,263307.0,196.0,2013.0,3,-273.3025183292766,423.08337339736283
The Big Wedding,Lionsgate,Romantic Comedy,21819348.0,2683806.0,107.0,2013.0,9,-315.3694218024881,402.12208450150746
The Way Way Back,Fox Searchlight,Comedy,21502690.0,2644857.0,110.0,2013.0,9,-353.26585977970444,379.7645356949188
Paranoia,Relativity,Thriller/Suspense,7388654.0,908813.0,149.0,2013.0,5,-394.66731562851055,357.51775045301565
Top Gun,Paramount Pictures,Action,5418430.0,666473.0,165.0,2013.0,5,-402.38212217049147,308.11651807952313
Tyler Perry's Temptation,Lionsgate,Drama,51975354.0,6393032.0,67.0,2013.0,15,-401.4902367077418,263.1253573885459
Enough Said,Fox Searchlight,Comedy,17497669.0,2152234.0,122.0,2013.0,7,-409.36441303190884,221.87008684991136
Percy Jackson: Sea of Monsters,20th Century Fox,Adventure,68518210.0,8427824.0,50.0,2013.0,17,-385.23070355147456,187.49620044301813
Riddick,Universal,Action,42025135.0,5169143.0,78.0,2013.0,13,-361.6714222864715,155.17035526804287
The Sapphires,Weinstein Co.,Musical,2450867.0,301459.0,185.0,2013.0,3,-335.6438419662144,118.4611593810098
The Wizard of Oz,Warner Bros.,Musical,5509334.0,677654.0,164.0,2013.0,5,-308.0376288279701,76.77306760211175
Frances Ha,IFC Films,Comedy,4066826.0,500224.0,171.0,2013.0,3,-260.5386065697245,61.1575982044059
This is the End,Sony Pictures,Comedy,101470202.0,12480959.0,32.0,2013.0,17,-215.57397512282495,62.94139159056192
Warm Bodies,Lionsgate,Romantic Comedy,66380662.0,8164903.0,52.0,2013.0,15,-175.58136985933533,62.17228546088802
Delivery Man,Walt Disney,Comedy,29866438.0,3673608.0,94.0,2013.0,9,-141.65827517648088,86.93563836670617
Stand Up Guys,Roadside Attractions,Drama,3310031.0,407137.0,175.0,2013.0,3,-106.51960094264089,118.14899405122159
Insidious Chapter 2,FilmDistrict,Horror,83586447.0,10281235.0,42.0,2013.0,17,-76.08715322223003,151.29814374988592
Fill the Void,Sony Pictures Cla...,Drama,1774639.0,218282.0,200.0,2013.0,3,-43.32524124926877,182.14708415107214
Rush,Universal,Drama,26947624.0,3314590.0,97.0,2013.0,9,-39.8231225071041,229.0164255622311
Black Nativity,20th Century Fox,Musical,7012316.0,862523.0,151.0,2013.0,5,-17.538886221301482,270.3977355119961
Django Unchained,Weinstein Co.,Western,56525312.0,6952682.0,62.0,2013.0,15,-23.563946934879652,314.992563052841
One Direction: This is Us,Sony Pictures,Concert/Perfor...,28873374.0,3551460.0,95.0,2013.0,9,-54.02347624572701,343.9099812322295
Beautiful Creatures,Warner Bros.,Drama,19452138.0,2392636.0,115.0,2013.0,7,-84.04972793893612,376.07244707762226
Grudge Match,Warner Bros.,Comedy,24846211.0,3056114.0,104.0,2013.0,9,-98.73762529954297,417.5485326104239
Promised Land,Focus Features,Drama,3202459.0,393906.0,177.0,2013.0,3,-134.50568596581297,448.0386266767601
Oblivion,Universal,Thriller/Suspense,89107235.0,10960299.0,40.0,2013.0,17,-173.46478407653302,470.55947644756776
The Iceman,Alchemy,Drama,1930282.0,237427.0,199.0,2013.0,3,-218.45099349846117,471.67346111820984
Snitch,Lionsgate,Thriller/Suspense,42930462.0,5280499.0,77.0,2013.0,13,-263.2008084507712,466.9348894205348
Out of the Furnace,Relativity,Drama,11187536.0,1376080.0,136.0,2013.0,5,-307.57982058929485,459.4848369637547
Jack Reacher,Paramount Pictures,Thriller/Suspense,15373522.0,1890962.0,129.0,2013.0,7,-346.5322830098614,433.18453903056854
2013 Oscar Shorts,Shorts International,Multiple Genres,2142342.0,263510.0,195.0,2013.0,3,-388.12245391261513,411.2925842462252
Parker,FilmDistrict,Thriller/Suspense,17616641.0,2166868.0,121.0,2013.0,7,-429.52390976142124,389.04579900432213
Jack the Giant Slayer,Warner Bros.,Adventure,65187603.0,8018155.0,53.0,2013.0,15,-438.66040570943096,348.0515989048934
Cloudy with a Chance of Mea...,Sony Pictures,Adventure,117614237.0,14466695.0,24.0,2013.0,20,-447.3732105941283,309.0120416450935
The Book Thief,20th Century Fox,Drama,19091819.0,2348317.0,117.0,2013.0,7,-443.29105483915356,267.2108932829716
Walking with Dinosaurs,20th Century Fox,Adventure,31344185.0,3855373.0,92.0,2013.0,9,-453.2937385185918,224.36294911747984
Tyler Perry's A Madea Chris...,Lionsgate,Comedy,50227277.0,6178016.0,69.0,2013.0,15,-433.3560610439148,187.3968968949912
The Grandmaster,Weinstein Co.,Action,6594959.0,811188.0,154.0,2013.0,5,-409.21491805808574,149.42051982532118
Battle of the Year 3D,Sony Pictures,Drama,8888355.0,1093278.0,142.0,2013.0,5,-384.11183909799837,106.17892611366872
Austenland,Sony Pictures Cla...,Romantic Comedy,2137573.0,262924.0,197.0,2013.0,3,-356.50562595975407,64.49083433477068
Monsters University Inc.,Walt Disney,Adventure,5571699.0,685325.0,163.0,2013.0,5,-321.63490136913833,28.657434181764984
Free Birds,Relativity,Adventure,54894525.0,6752094.0,64.0,2013.0,15,-277.5750306544953,19.507144972732192
Blackfish,Magnolia Pictures,Documentary,2073582.0,255053.0,198.0,2013.0,3,-232.5754792154412,19.70806855004031
Texas Chainsaw 3D,Lionsgate,Horror,12597475.0,1549504.0,134.0,2013.0,5,-182.6148067200664,17.72534219224343
Life of Pi,20th Century Fox,Drama,33947534.0,4175588.0,85.0,2013.0,13,-142.96813871732135,39.01246779153729
Pain & Gain,Paramount Pictures,Action,49875291.0,6134722.0,70.0,2013.0,15,-109.13851021352976,60.35623117327134
Much Ado About Nothing,Roadside Attractions,Romantic Comedy,4328850.0,532453.0,170.0,2013.0,5,-70.51764950197872,83.45231564443168
Epic,20th Century Fox,Adventure,107518682.0,13224930.0,28.0,2013.0,20,-48.261071137774934,122.56298835045985
The Hangover 3,Warner Bros.,Comedy,112200072.0,13800746.0,26.0,2013.0,20,-16.08599739093242,146.3277654246351
Safe Haven,Relativity,Drama,71399120.0,8782179.0,47.0,2013.0,17,1.674753671551258,182.16846466023156
The Croods,20th Century Fox,Adventure,187168425.0,23021946.0,14.0,2013.0,20,1.6148409679262556,222.1684197910557
The Best Man Holiday,Universal,Comedy,70492685.0,8670686.0,49.0,2013.0,17,24.687443961411077,254.8434100910548
Nebraska,Paramount Pictures,Drama,7003296.0,861414.0,152.0,2013.0,5,22.89686243655825,299.8077717322797
The World's End,Focus Features,Comedy,26004851.0,3198628.0,99.0,2013.0,9,6.831867764986157,343.97694589483746
The Place Beyond the Pines,Focus Features,Drama,21403519.0,2632659.0,111.0,2013.0,7,-23.630777881558174,375.7263903027806
Trance,Fox Searchlight,Thriller/Suspense,2322593.0,285681.0,191.0,2013.0,3,-51.93477429042585,413.2481678098072
Pulling Strings,Lionsgate,Romantic Comedy,5842961.0,718691.0,161.0,2013.0,5,-74.54498065449022,457.84389146325213
Mama,Universal,Horror,71628180.0,8810354.0,46.0,2013.0,17,-109.88306483242249,485.70461303742127
Grace Unplugged,Roadside Attractions,Drama,2507159.0,308383.0,184.0,2013.0,3,-148.84216294314257,508.22546280822894
Zero Dark Thirty,Sony Pictures,Thriller/Suspense,91314578.0,11231805.0,37.0,2013.0,17,-193.82837236507066,509.339447478871
All is Lost,Roadside Attractions,Thriller/Suspense,6047207.0,743813.0,157.0,2013.0,5,-238.05016961278662,517.6720730063925
The Wolverine,20th Century Fox,Action,132556852.0,16304655.0,21.0,2013.0,20,-280.57830498795346,502.96297033112756
The Secret Life of Walter M...,20th Century Fox,Adventure,45470954.0,5592983.0,72.0,2013.0,13,-320.57634704699973,502.5672034265452
Dark Skies,Weinstein Co.,Horror,17418667.0,2142517.0,123.0,2013.0,7,-353.59768193288954,476.6135631740889
The Hobbit: An Unexpected J...,Warner Bros.,Adventure,39168675.0,4817795.0,80.0,2013.0,13,-390.32456268814457,456.23867102739825
Broken City,20th Century Fox,Thriller/Suspense,19701164.0,2423267.0,113.0,2013.0,7,-427.57473561688846,436.8370057179802
Identity Thief,Universal,Comedy,134506920.0,16544516.0,19.0,2013.0,20,-463.0467242934594,414.34838594420967
Les Mis茅rables,Universal,Musical,45306730.0,5572783.0,74.0,2013.0,13,-469.03375894199655,374.7989811937306
The Wolf of Wall Street,Paramount Pictures,Black Comedy,63173956.0,7770474.0,55.0,2013.0,15,-477.2174798361232,335.6450961715896
Disney Planes,Walt Disney,Adventure,90282580.0,11104868.0,38.0,2013.0,17,-485.3602470154475,296.4826735873914
Emperor,Roadside Attractions,Drama,3346264.0,411594.0,174.0,2013.0,3,-491.39023909064156,251.8885125842612
Jackass Presents: Bad Grandpa,Paramount Pictures,Comedy,101625444.0,12500054.0,31.0,2013.0,17,-491.4859841664123,206.8886144412602
Lincoln,Walt Disney,Drama,38118927.0,4688674.0,82.0,2013.0,13,-470.5899690628145,172.78060141220487
12 Years a Slave,Fox Searchlight,Drama,38472086.0,4732113.0,81.0,2013.0,13,-452.4972551827258,137.10632910773808
Admission,Focus Features,Romantic Comedy,18007317.0,2214922.0,120.0,2013.0,7,-430.83893149296784,101.1213737103825
About Time,Universal,Romantic Comedy,15323921.0,1884861.0,130.0,2013.0,7,-406.1787747504728,64.6813315941119
The Internship,20th Century Fox,Comedy,44672764.0,5494804.0,75.0,2013.0,13,-384.10604272460023,28.949070247899584
The Hunger Games: Catching ...,Lionsgate,Adventure,407139699.0,50078683.0,2.0,2013.0,25,-356.40607484269776,0.0923244275273305
The Impossible,Lionsgate,Drama,15607469.0,1919737.0,128.0,2013.0,7,-318.6209982224017,-18.24583209918916
Bullet to the Head,Warner Bros.,Action,9489829.0,1167260.0,140.0,2013.0,5,-272.1327302700168,-25.162546838663843
World War Z,Paramount Pictures,Action,202359711.0,24890493.0,13.0,2013.0,20,-227.1331788309626,-24.961623261355726
The East,Fox Searchlight,Drama,2274649.0,279784.0,193.0,2013.0,3,-182.73136003250244,-32.27452196082561
The Family,Relativity,Black Comedy,36917730.0,4540926.0,83.0,2013.0,13,-145.25661116707954,-7.361810396776946
Saving Mr. Banks,Walt Disney,Drama,58958280.0,7251940.0,60.0,2013.0,15,-111.57824356718464,14.219838191927977
The Gatekeepers,Sony Pictures Cla...,Documentary,2408553.0,296254.0,188.0,2013.0,3,-70.8958544001242,33.45374605434222
Prisoners,Warner Bros.,Thriller/Suspense,61002302.0,7503358.0,58.0,2013.0,15,-33.29124850407362,58.170008219214935
The Heat,20th Century Fox,Comedy,159581587.0,19628731.0,15.0,2013.0,20,-18.83652327098673,95.4669372943541
G.I. Joe: Retaliation,Paramount Pictures,Action,122523060.0,15070487.0,22.0,2013.0,20,13.338550475855783,119.23171436852934
Getaway,Warner Bros.,Thriller/Suspense,10501938.0,1291751.0,139.0,2013.0,5,38.61132882041048,156.46458525900738
The Hobbit: The Desolation ...,Warner Bros.,Adventure,228934309.0,28159201.0,10.0,2013.0,22,36.73426986506118,201.42541987846417
The Twilight Saga: Breaking...,Lionsgate,Drama,3191381.0,392543.0,178.0,2013.0,3,65.54796408522012,235.99087988389704
Dead Man Down,FilmDistrict,Thriller/Suspense,10895295.0,1340134.0,138.0,2013.0,5,70.86738871148683,285.70711185742323
Gravity,Warner Bros.,Thriller/Suspense,255621667.0,31441779.0,7.0,2013.0,22,57.434093209851284,328.65529659165543
Monsters University,Walt Disney,Adventure,268488329.0,33024394.0,6.0,2013.0,22,42.6928566519604,365.83991632541506
Rise of the Guardians,Paramount Pictures,Adventure,6185091.0,760773.0,156.0,2013.0,5,15.529247763325287,401.71662676750077
Escape From Planet Earth,Weinstein Co.,Adventure,57012977.0,7012666.0,61.0,2013.0,15,-13.279340951262952,436.2863420725723
Skyfall,Sony Pictures,Action,7555911.0,929386.0,148.0,2013.0,5,-28.990601387564823,478.45453263729416
The Great Gatsby,Warner Bros.,Drama,144840419.0,17815549.0,17.0,2013.0,20,-67.19138258002783,502.23898798707177
Iron Man 3,Walt Disney,Action,408992272.0,50306552.0,1.0,2013.0,25,-100.38409378876479,524.560366139269
Argo,Warner Bros.,Thriller/Suspense,25918584.0,3188017.0,100.0,2013.0,9,-132.06839557377123,552.1303683227409
Mud,Roadside Attractions,Drama,21590086.0,2655607.0,108.0,2013.0,9,-175.79946577053568,547.2730543071906
Ender's Game,Lionsgate,Adventure,61656849.0,7583868.0,57.0,2013.0,15,-216.6017356440578,557.2317074876296
Thor: The Dark World,Walt Disney,Action,203449204.0,25024502.0,12.0,2013.0,20,-256.57543495182347,558.6820052682028
Runner Runner,20th Century Fox,Thriller/Suspense,19316646.0,2375971.0,116.0,2013.0,7,-295.25519579657777,542.3150843301457
The Incredible Burt Wonders...,Warner Bros.,Comedy,22537881.0,2772187.0,106.0,2013.0,9,-339.20481049372734,540.2100028656668
Parental Guidance,20th Century Fox,Adventure,24927598.0,3066125.0,103.0,2013.0,9,-375.22042419330876,514.934014856441
The Call,Sony Pictures,Thriller/Suspense,51872378.0,6380366.0,68.0,2013.0,15,-409.8404366648716,491.1547226788165
I'm in Love with a Church Girl,High Top Releasing,Drama,2387730.0,293693.0,189.0,2013.0,3,-452.45878923386164,476.70909966334006
Justin Bieber's Believe,Open Road,Documentary,5962982.0,733454.0,159.0,2013.0,5,-493.2121186278998,447.740735137516
You're Next,Lionsgate,Horror,18494006.0,2274785.0,118.0,2013.0,7,-503.12793893204275,401.79863562415085
Movie 43,Relativity,Comedy,8840453.0,1087386.0,143.0,2013.0,5,-516.9016707455588,356.8621881463035
Olympus Has Fallen,FilmDistrict,Thriller/Suspense,98927592.0,12168215.0,33.0,2013.0,17,-522.1557473161057,312.16996645851054
Side Effects,Open Road,Thriller/Suspense,32172757.0,3957288.0,90.0,2013.0,13,-531.0403866117074,273.1691564081148
This is 40,Universal,Comedy,13289310.0,1634601.0,133.0,2013.0,5,-535.5261025379234,228.3932884363011
After Earth,Sony Pictures,Action,60522097.0,7444292.0,59.0,2013.0,15,-524.7666020354495,184.69851587782148
Peeples,Lionsgate,Romantic Comedy,9177065.0,1128790.0,141.0,2013.0,5,-505.29156365151505,144.13100572567782
Turbo,20th Century Fox,Adventure,83028130.0,10212562.0,43.0,2013.0,17,-479.28878171392034,107.40423985246355
The Lone Ranger,Walt Disney,Western,89302115.0,10984269.0,39.0,2013.0,17,-460.9594205392341,71.85097672616382
Philomena,Weinstein Co.,Drama,19586311.0,2409140.0,114.0,2013.0,7,-439.38618191965895,35.81494787359915
Captain Phillips,Sony Pictures,Drama,104834734.0,12894801.0,29.0,2013.0,20,-413.9912889535302,2.362004636286457
47 Ronin,Universal,Action,32687680.0,4020624.0,88.0,2013.0,13,-386.29132107162775,-26.494741184085797
The Company You Keep,Sony Pictures Cla...,Thriller/Suspense,5132442.0,631296.0,168.0,2013.0,5,-350.05966102470313,-53.18306841237205
2 Guns,Universal,Action,75612460.0,9300425.0,44.0,2013.0,17,-305.3276203615107,-58.08659144244933
Kick-Ass 2,Universal,Action,28795985.0,3541941.0,96.0,2013.0,9,-265.59710455380986,-71.70592012098678
Jurassic Park,Universal,Adventure,45385935.0,5582525.0,73.0,2013.0,13,-224.16028531125104,-64.85099407765784
The Host,Open Road,Thriller/Suspense,26623701.0,3274747.0,98.0,2013.0,9,-184.69955211086304,-79.23329345181202
The To Do List,CBS Films,Comedy,3491669.0,429479.0,172.0,2013.0,3,-141.54234450826831,-60.61998015335445
The Mortal Instruments: Cit...,Sony Pictures,Adventure,31165421.0,3833385.0,93.0,2013.0,9,-108.06328646925407,-27.632820942226317
Home Run,Samuel Goldwyn Films,Drama,2859955.0,351777.0,182.0,2013.0,3,-62.56491246075211,-15.847322964521993
R.I.P.D.,Universal,Action,33618855.0,4135160.0,86.0,2013.0,13,-29.836841616381122,15.037517634157382
Fruitvale Station,Weinstein Co.,Drama,16098998.0,1980196.0,127.0,2013.0,7,4.319860037659936,39.47764308630738
Escape Plan,Lionsgate,Thriller/Suspense,25063555.0,3082848.0,102.0,2013.0,9,24.29008834168596,78.68465752868843
Star Trek Into Darkness,Paramount Pictures,Adventure,228778661.0,28140056.0,11.0,2013.0,20,52.262126174001565,110.01459687602045
Filly Brown,Lionsgate,Drama,2850357.0,350597.0,183.0,2013.0,3,85.82090328296849,139.99473161472167
Instructions Not Included,Lionsgate,Comedy,44467206.0,5469521.0,76.0,2013.0,13,74.54102596113498,183.55806903972143
20 Feet From Stardom,RADiUS-TWC,Documentary,4821266.0,593021.0,169.0,2013.0,5,109.41503307587945,211.99754209673762
The Bling Ring,A24,Drama,5845732.0,719032.0,160.0,2013.0,5,114.73445770214616,261.7137740702638
Scary Movie 5,Weinstein Co.,Comedy,32015787.0,3937981.0,91.0,2013.0,9,111.89937894479985,308.62818900255985
Stoker,Fox Searchlight,Drama,1703125.0,209486.0,201.0,2013.0,3,95.49014976230129,352.6706366824543
Quartet,Weinstein Co.,Comedy,18388357.0,2261790.0,119.0,2013.0,7,73.61032770750549,394.26719167022304
Wreck-It Ralph,Walt Disney,Adventure,10911037.0,1342070.0,137.0,2013.0,5,51.94682124968958,435.97681271803606
Dallas Buyers Club,Focus Features,Drama,16300843.0,2005023.0,125.0,2013.0,7,16.572872922340792,466.9232790709827
Evil Dead,Sony Pictures,Horror,54239856.0,6671569.0,65.0,2013.0,15,5.445683938331115,507.4224848078133
Chennai Express,UTV Communications,Romantic Comedy,5307960.0,652885.0,167.0,2013.0,5,-32.7550972541319,531.2069401575909
Now You See Me,Lionsgate,Thriller/Suspense,117723989.0,14480195.0,23.0,2013.0,20,-72.17197620251977,552.9166074504845
The Last Exorcism Part II,CBS Films,Horror,15179303.0,1867072.0,131.0,2013.0,5,-101.04246730450461,587.4346424978364
Kevin Hart: Let Me Explain,Lionsgate,Concert/Perfor...,32244051.0,3966057.0,89.0,2013.0,13,-145.82904275624605,591.8121599798654
Space Station,IMAX Films,Documentary,2436846.0,299735.0,186.0,2013.0,3,-190.77184706000386,594.0802740233221
The Fifth Estate,Walt Disney,Drama,3254172.0,400267.0,176.0,2013.0,3,-240.33828784169543,600.6505060005862
American Hustle,Sony Pictures,Black Comedy,87903772.0,10812272.0,41.0,2013.0,17,-283.57911710230434,588.1913453203931
Renoir,Samuel Goldwyn Films,Drama,2291047.0,281801.0,192.0,2013.0,3,-328.524774138715,585.980482691157
Dhoom 3,Yash Raj Films,Action,7846872.0,965174.0,146.0,2013.0,5,-375.8005325258472,569.7015801199917
RED 2,Lionsgate,Action,53262560.0,6551360.0,66.0,2013.0,15,-409.23045621153824,539.5778319739048
,,,,,,,50,8.315273814136024,262.11888867783307
Bad Words,Focus Features,Black Comedy,7779614.0,952217.0,152.0,2014.0,5,50.31527381413602,262.11888867783307
CitizenFour,RADiUS-TWC,Documentary,2263209.0,277014.0,200.0,2014.0,3,20.553369052231268,221.94141955715165
Pompeii,Sony Pictures,Action,23169033.0,2835866.0,108.0,2014.0,9,21.124797623659838,298.95523078414493
Captain America: The Winter...,Walt Disney,Action,259746958.0,31792773.0,3.0,2014.0,25,-19.120897626742124,286.94340270463215
Begin Again,Weinstein Co.,Drama,16170632.0,1979269.0,125.0,2014.0,7,-27.06045090293257,245.70066402526535
Frozen,Walt Disney,Musical,104046280.0,12735162.0,27.0,2014.0,20,-20.78944946105271,204.17146296244766
Chef,Open Road,Comedy,31424004.0,3846267.0,87.0,2014.0,13,9.693241333585998,178.2715486398394
This is Where I Leave You,Warner Bros.,Comedy,34296320.0,4197835.0,85.0,2014.0,13,48.75677378246294,186.8762236839964
Mr. Peabody & Sherman,20th Century Fox,Adventure,111506430.0,13648277.0,25.0,2014.0,20,69.18513419994798,221.2663689388994
Into the Storm,Warner Bros.,Thriller/Suspense,47602194.0,5826461.0,70.0,2014.0,15,94.26010726261362,252.43118445105338
When the Game Stands Tall,Sony Pictures,Drama,30127963.0,3687633.0,92.0,2014.0,9,85.33028931302093,293.4709012067418
The Good Lie,Warner Bros.,Drama,2716989.0,332556.0,188.0,2014.0,3,56.139813122544744,330.3072433130536
Alexander and the Terrible …,Walt Disney,Adventure,66032663.0,8082333.0,46.0,2014.0,17,12.194979674067149,339.99494753983333
Penguins of Madagascar,20th Century Fox,Adventure,74028222.0,9060981.0,42.0,2014.0,17,-25.438766595760658,326.44130811353085
John Wick,Lionsgate,Action,42925323.0,5254017.0,77.0,2014.0,13,-56.48602159163249,301.22092038413007
P.K.,UTV Communications,Comedy,9896123.0,1211275.0,146.0,2014.0,5,-72.13125224572507,259.0281869128291
And So It Goes,Clarius Entertain...,Comedy,15160801.0,1855667.0,128.0,2014.0,7,-61.81310689235539,213.17476963050717
The Giver,Weinstein Co.,Drama,45090374.0,5519017.0,74.0,2014.0,13,-46.93427048925027,173.89856529137035
Annabelle,Warner Bros.,Horror,84273813.0,10315032.0,38.0,2014.0,17,-16.45157969461155,147.9986509687621
The Lego Movie,Warner Bros.,Adventure,257784718.0,31552597.0,4.0,2014.0,25,22.837929248806965,140.49302061648407
Inside Llewyn Davis,CBS Films,Drama,5490231.0,671998.0,160.0,2014.0,5,67.50373063744712,145.96715856784687
Dawn of the Planet of the Apes,20th Century Fox,Adventure,208545589.0,25525775.0,10.0,2014.0,22,88.73773720253831,185.6423014811832
The Secret Life of Walter M...,20th Century Fox,Adventure,12765884.0,1562531.0,136.0,2014.0,5,121.43320172789552,216.56165786955435
Thor: The Dark World,Walt Disney,Action,2912936.0,356540.0,182.0,2014.0,3,137.79832343914129,263.8076396180175
The Grand Seduction,Entertainment One,Comedy,3409304.0,417295.0,177.0,2014.0,3,128.14172812343884,312.8662797021939
Beyond the Lights,Relativity,Drama,14564709.0,1782706.0,130.0,2014.0,7,98.95125193296265,349.7026218085057
Transformers: Age of Extinc...,Paramount Pictures,Action,245439076.0,30041502.0,5.0,2014.0,25,64.99937162583385,374.42649334211467
Devil's Due,20th Century Fox,Horror,15821461.0,1936531.0,127.0,2014.0,7,23.435418624816748,380.46286733063147
